"","CUS_ID","d_v_ 1","d_v_ 2","d_v_ 3","d_v_ 4","d_v_ 5","d_v_ 6","d_v_ 7","d_v_ 8","d_v_ 9","d_v_ 10","d_v_ 11","d_v_ 12","d_v_ 13","d_v_ 14","d_v_ 15","d_v_ 16","d_v_ 17","d_v_ 18","d_v_ 19","d_v_ 20","d_v_ 21","d_v_ 22","n_v_ 1","n_v_ 2","n_v_ 3","n_v_ 4","n_v_ 5","n_v_ 6","n_v_ 7","n_v_ 8","n_v_ 9","n_v_ 10","n_v_ 11","n_v_ 12","n_v_ 13","n_v_ 14","n_v_ 15","n_v_ 16","n_v_ 17","n_v_ 18","n_v_ 19","n_v_ 20","n_v_ 21","n_v_ 22","p_v_ 1","p_v_ 2","p_v_ 3","p_v_ 4","p_v_ 5","p_v_ 6","p_v_ 7","p_v_ 8","p_v_ 9","p_v_ 10","p_v_ 11","p_v_ 12","p_v_ 13","p_v_ 14","p_v_ 15","p_v_ 16","p_v_ 17","p_v_ 18","p_v_ 19","p_v_ 20","p_v_ 21","p_v_ 22"
"2031",2031,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,NA,7,521,1,8,1,12,2,80,NA,33,NA,4,3,643,4,1,2,99,NA,0.001,0.001,NA,0.005,0.366,0.001,0.006,0.001,0.008,0.001,0.056,NA,0.023,NA,0.003,0.002,0.452,0.003,0.001,0.001,0.07,NA
"2032",2032,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,8,1,7,245,883,2,32,3,121,7,414,NA,126,2,66,NA,2522,5,19,1,935,2,0.001,0,0.001,0.045,0.163,0,0.006,0.001,0.022,0.001,0.077,NA,0.023,0,0.012,NA,0.467,0.001,0.004,0,0.173,0
"2033",2033,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,6,NA,72,533,NA,10,2,18,26,520,2,41,3,2,5,1320,15,6,45,371,NA,0.001,0.002,NA,0.024,0.178,NA,0.003,0.001,0.006,0.009,0.173,0.001,0.014,0.001,0.001,0.002,0.44,0.005,0.002,0.015,0.124,NA
"2034",2034,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,15,1,33,161,332,1,17,2,9,7,140,NA,16,5,163,43,2312,7,18,1,108,NA,0.004,0,0.01,0.047,0.098,0,0.005,0.001,0.003,0.002,0.041,NA,0.005,0.001,0.048,0.013,0.682,0.002,0.005,0,0.032,NA
"2035",2035,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,3,NA,65,8,53,NA,11,9,3,NA,41,NA,12,NA,63,NA,1494,4,13,NA,122,3,0.002,NA,0.034,0.004,0.028,NA,0.006,0.005,0.002,NA,0.022,NA,0.006,NA,0.033,NA,0.785,0.002,0.007,NA,0.064,0.002
"2036",2036,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,5,2,58,750,NA,7,1,5,2,41,1,65,2,4,1,1298,2,2,2,113,NA,0.001,0.002,0.001,0.025,0.317,NA,0.003,0,0.002,0.001,0.017,0,0.027,0.001,0.002,0,0.549,0.001,0.001,0.001,0.048,NA
"2037",2037,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,10,9,647,NA,10,25,19,34,400,15,62,27,6,3,1572,15,14,4,479,2,0.001,0.001,0.003,0.003,0.192,NA,0.003,0.007,0.006,0.01,0.119,0.004,0.018,0.008,0.002,0.001,0.468,0.004,0.004,0.001,0.142,0.001
"2038",2038,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,NA,14,723,1,82,NA,4,1,543,1,145,1,19,5,2367,42,8,2,482,NA,0,0,NA,0.003,0.163,0,0.018,NA,0.001,0,0.122,0,0.033,0,0.004,0.001,0.533,0.009,0.002,0,0.108,NA
"2039",2039,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,NA,1,1,44,2,156,1,1,NA,7,NA,96,NA,7,NA,741,NA,NA,1,849,NA,0.001,NA,0.001,0.001,0.023,0.001,0.082,0.001,0.001,NA,0.004,NA,0.05,NA,0.004,NA,0.388,NA,NA,0.001,0.445,NA
"2040",2040,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,2,14,77,325,NA,25,NA,5,4,299,NA,7,10,8,11,1354,15,17,57,64,1,0.001,0.001,0.006,0.034,0.141,NA,0.011,NA,0.002,0.002,0.13,NA,0.003,0.004,0.003,0.005,0.589,0.007,0.007,0.025,0.028,0
"2041",2041,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,2,3,41,128,NA,17,NA,20,5,42,2,46,NA,22,NA,605,4,18,2,79,NA,0.001,0.002,0.003,0.04,0.123,NA,0.016,NA,0.019,0.005,0.041,0.002,0.044,NA,0.021,NA,0.583,0.004,0.017,0.002,0.076,NA
"2042",2042,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,NA,NA,NA,17,NA,22,20,20,7,30,8,18,8,1,NA,1573,NA,52,NA,94,1,0.001,NA,NA,NA,0.009,NA,0.012,0.011,0.011,0.004,0.016,0.004,0.01,0.004,0.001,NA,0.84,NA,0.028,NA,0.05,0.001
"2043",2043,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,133,129,NA,4,NA,1,35,23,NA,1,14,2,1,272,1,34,3,5,NA,NA,NA,NA,0.202,0.196,NA,0.006,NA,0.002,0.053,0.035,NA,0.002,0.021,0.003,0.002,0.413,0.002,0.052,0.005,0.008,NA
"2044",2044,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,25,1,81,57,NA,5,2,5,2,274,NA,17,3,10,7,791,5,21,25,134,NA,0.001,0.017,0.001,0.055,0.039,NA,0.003,0.001,0.003,0.001,0.187,NA,0.012,0.002,0.007,0.005,0.54,0.003,0.014,0.017,0.091,NA
"2045",2045,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,13,6,NA,2037,408,NA,NA,NA,1,1,51,1,9,NA,NA,NA,2169,3,33,1,64,NA,0.003,0.001,NA,0.425,0.085,NA,NA,NA,0,0,0.011,0,0.002,NA,NA,NA,0.452,0.001,0.007,0,0.013,NA
"2046",2046,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,23,1,9,162,70,NA,85,11,2,11,200,NA,7,6,10,NA,2058,35,216,3,181,NA,0.007,0,0.003,0.052,0.023,NA,0.028,0.004,0.001,0.004,0.065,NA,0.002,0.002,0.003,NA,0.666,0.011,0.07,0.001,0.059,NA
"2047",2047,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,NA,2,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,85,NA,252,2,5,4,14,NA,NA,0.005,NA,NA,0.005,NA,NA,NA,NA,NA,0.008,NA,NA,NA,0.23,NA,0.683,0.005,0.014,0.011,0.038,NA
"2048",2048,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,2,240,NA,26,1792,NA,10,1,4,3,19,NA,84,NA,18,NA,1158,16,12,2,444,NA,0.001,0.063,NA,0.007,0.468,NA,0.003,0,0.001,0.001,0.005,NA,0.022,NA,0.005,NA,0.302,0.004,0.003,0.001,0.116,NA
"2049",2049,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,3,NA,5,5,166,NA,171,12,NA,6,73,NA,NA,NA,15,NA,676,NA,34,2,80,10,0.002,NA,0.004,0.004,0.132,NA,0.136,0.01,NA,0.005,0.058,NA,NA,NA,0.012,NA,0.537,NA,0.027,0.002,0.064,0.008
"2050",2050,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,1,2,19,308,NA,48,NA,10,6,1388,24,64,12,23,2,1094,NA,14,5,675,1,0.005,0,0.001,0.005,0.083,NA,0.013,NA,0.003,0.002,0.374,0.006,0.017,0.003,0.006,0.001,0.294,NA,0.004,0.001,0.182,0
"2051",2051,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,10,6,305,962,NA,76,NA,19,44,706,40,211,8,32,24,3788,19,36,14,541,5,0.001,0.001,0.001,0.045,0.14,NA,0.011,NA,0.003,0.006,0.103,0.006,0.031,0.001,0.005,0.004,0.553,0.003,0.005,0.002,0.079,0.001
"2052",2052,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,NA,NA,NA,19,569,NA,2,NA,NA,NA,3,NA,113,4,NA,NA,331,NA,NA,NA,2,NA,NA,NA,NA,0.018,0.546,NA,0.002,NA,NA,NA,0.003,NA,0.108,0.004,NA,NA,0.317,NA,NA,NA,0.002,NA
"2053",2053,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,15,1,212,189,NA,23,6,101,13,1253,NA,30,1,22,31,1869,9,22,9,654,NA,0.001,0.003,0,0.048,0.042,NA,0.005,0.001,0.023,0.003,0.281,NA,0.007,0,0.005,0.007,0.419,0.002,0.005,0.002,0.147,NA
"2054",2054,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,5,8,54,225,NA,372,NA,14,22,222,NA,28,4,3,3,1232,14,10,5,99,NA,0,0.002,0.003,0.023,0.097,NA,0.16,NA,0.006,0.009,0.096,NA,0.012,0.002,0.001,0.001,0.531,0.006,0.004,0.002,0.043,NA
"2055",2055,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,51,258,NA,8,NA,9,14,638,2,52,14,8,3,1241,7,6,5,209,NA,0,0,0.002,0.02,0.102,NA,0.003,NA,0.004,0.006,0.252,0.001,0.021,0.006,0.003,0.001,0.49,0.003,0.002,0.002,0.083,NA
"2056",2056,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,7,6,2,29,396,NA,2,2,11,21,359,NA,169,2,15,2,1117,3,4,5,104,NA,0.003,0.003,0.001,0.013,0.176,NA,0.001,0.001,0.005,0.009,0.159,NA,0.075,0.001,0.007,0.001,0.495,0.001,0.002,0.002,0.046,NA
"2057",2057,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,28,1,NA,124,388,NA,29,1,3,1,92,NA,9,NA,8,NA,943,7,26,1,334,NA,0.014,0.001,NA,0.062,0.194,NA,0.015,0.001,0.002,0.001,0.046,NA,0.005,NA,0.004,NA,0.473,0.004,0.013,0.001,0.167,NA
"2058",2058,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,NA,6,10,104,NA,4,2,5,1,37,NA,17,NA,5,1,926,2,45,18,173,NA,0.001,NA,0.004,0.007,0.077,NA,0.003,0.001,0.004,0.001,0.027,NA,0.013,NA,0.004,0.001,0.682,0.001,0.033,0.013,0.127,NA
"2059",2059,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,NA,118,1074,1107,NA,132,53,26,11,144,4,69,12,22,3,1795,12,459,9,744,2,0.004,NA,0.02,0.185,0.19,NA,0.023,0.009,0.004,0.002,0.025,0.001,0.012,0.002,0.004,0.001,0.309,0.002,0.079,0.002,0.128,0
"2060",2060,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,NA,7,488,516,1,57,2,28,12,171,1,13,25,7,2,2524,1,6,5,361,NA,0.002,NA,0.002,0.115,0.122,0,0.013,0,0.007,0.003,0.04,0,0.003,0.006,0.002,0,0.596,0,0.001,0.001,0.085,NA
"2061",2061,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,7,1,48,76,NA,13,1,29,10,674,2,104,4,2,2,1352,4,37,31,757,NA,0,0.002,0,0.015,0.024,NA,0.004,0,0.009,0.003,0.214,0.001,0.033,0.001,0.001,0.001,0.429,0.001,0.012,0.01,0.24,NA
"2062",2062,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2,3,1,90,84,NA,165,3,3,2,158,1,22,2,NA,7,979,2,6,1,204,NA,0.001,0.002,0.001,0.052,0.048,NA,0.095,0.002,0.002,0.001,0.091,0.001,0.013,0.001,NA,0.004,0.564,0.001,0.003,0.001,0.118,NA
"2063",2063,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,23,1,2,240,1159,NA,32,3,14,19,436,NA,65,11,10,8,2393,59,66,4,389,NA,0.005,0,0,0.049,0.235,NA,0.006,0.001,0.003,0.004,0.088,NA,0.013,0.002,0.002,0.002,0.485,0.012,0.013,0.001,0.079,NA
"2064",2064,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,NA,25,NA,10,51,NA,4,NA,1,1,1447,NA,NA,NA,NA,1,446,2,2,2,31,NA,NA,0.012,NA,0.005,0.025,NA,0.002,NA,0,0,0.715,NA,NA,NA,NA,0,0.22,0.001,0.001,0.001,0.015,NA
"2065",2065,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,78,22,32,122,222,1,203,28,24,181,1591,NA,52,128,59,20,2656,62,27,197,324,NA,0.013,0.004,0.005,0.02,0.037,0,0.034,0.005,0.004,0.03,0.264,NA,0.009,0.021,0.01,0.003,0.441,0.01,0.004,0.033,0.054,NA
"2066",2066,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,9,54,9,760,NA,20,3,4,34,199,52,211,1,125,NA,2028,7,10,8,542,1,NA,0.002,0.013,0.002,0.186,NA,0.005,0.001,0.001,0.008,0.049,0.013,0.052,0,0.031,NA,0.497,0.002,0.002,0.002,0.133,0
"2067",2067,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,8,3,83,172,NA,36,1,3,34,143,NA,13,27,6,2,1469,9,24,4,69,2,0.003,0.004,0.001,0.039,0.081,NA,0.017,0,0.001,0.016,0.068,NA,0.006,0.013,0.003,0.001,0.695,0.004,0.011,0.002,0.033,0.001
"2068",2068,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,NA,128,63,NA,11,NA,4,4,68,7,4,2,56,4,1221,5,36,NA,110,1,0.001,NA,NA,0.074,0.037,NA,0.006,NA,0.002,0.002,0.039,0.004,0.002,0.001,0.032,0.002,0.708,0.003,0.021,NA,0.064,0.001
"2069",2069,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,NA,1,1,10,37,NA,NA,NA,NA,NA,25,NA,14,NA,9,NA,403,NA,NA,1,68,NA,NA,0.002,0.002,0.018,0.065,NA,NA,NA,NA,NA,0.044,NA,0.025,NA,0.016,NA,0.708,NA,NA,0.002,0.12,NA
"2070",2070,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,NA,NA,2,7,71,NA,8,NA,8,8,27,NA,4,NA,20,NA,936,3,3,6,104,NA,NA,NA,0.002,0.006,0.059,NA,0.007,NA,0.007,0.007,0.022,NA,0.003,NA,0.017,NA,0.775,0.002,0.002,0.005,0.086,NA
"2071",2071,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,452,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,0.996,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA
"2072",2072,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,36,9,17,39,950,NA,33,NA,1,4,134,NA,136,2,30,NA,1264,13,12,1,350,NA,0.012,0.003,0.006,0.013,0.313,NA,0.011,NA,0,0.001,0.044,NA,0.045,0.001,0.01,NA,0.417,0.004,0.004,0,0.115,NA
"2073",2073,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,12,1,2,15,75,NA,2,60,26,1,86,NA,86,19,7,4,1032,9,20,1,325,4,0.007,0.001,0.001,0.008,0.042,NA,0.001,0.034,0.015,0.001,0.048,NA,0.048,0.011,0.004,0.002,0.578,0.005,0.011,0.001,0.182,0.002
"2074",2074,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,39,28,254,NA,7,NA,11,6,88,11,17,11,152,1,1484,2,54,1,298,1,0.001,NA,0.016,0.011,0.103,NA,0.003,NA,0.004,0.002,0.036,0.004,0.007,0.004,0.062,0,0.601,0.001,0.022,0,0.121,0
"2075",2075,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,NA,306,444,NA,3,3,7,8,538,71,53,5,6,29,2374,10,34,16,749,NA,NA,0,NA,0.066,0.095,NA,0.001,0.001,0.002,0.002,0.116,0.015,0.011,0.001,0.001,0.006,0.51,0.002,0.007,0.003,0.161,NA
"2076",2076,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,6,154,1,12,67,NA,2,NA,NA,NA,16,NA,23,NA,NA,NA,966,NA,4,NA,11,NA,0.005,0.122,0.001,0.01,0.053,NA,0.002,NA,NA,NA,0.013,NA,0.018,NA,NA,NA,0.765,NA,0.003,NA,0.009,NA
"2077",2077,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,2,15,235,499,NA,30,2,10,30,301,2,38,124,71,6,1827,4,61,6,464,NA,NA,0.001,0.004,0.063,0.134,NA,0.008,0.001,0.003,0.008,0.081,0.001,0.01,0.033,0.019,0.002,0.49,0.001,0.016,0.002,0.124,NA
"2078",2078,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,3,2,1,66,898,5,10,2,4,11,1868,NA,33,NA,5,7,2674,35,65,17,200,NA,0.001,0,0,0.011,0.152,0.001,0.002,0,0.001,0.002,0.316,NA,0.006,NA,0.001,0.001,0.453,0.006,0.011,0.003,0.034,NA
"2079",2079,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,156,215,81,17,2920,NA,22,7,6,5,402,450,52,18,116,2,2926,4,16,4,583,NA,0.019,0.027,0.01,0.002,0.365,NA,0.003,0.001,0.001,0.001,0.05,0.056,0.006,0.002,0.014,0,0.366,0,0.002,0,0.073,NA
"2080",2080,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,NA,6,63,20,NA,92,2,4,5,1378,9,22,35,4,NA,1360,18,9,5,344,NA,0.001,NA,0.002,0.019,0.006,NA,0.027,0.001,0.001,0.001,0.408,0.003,0.007,0.01,0.001,NA,0.403,0.005,0.003,0.001,0.102,NA
"2081",2081,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19,NA,98,370,2,79,NA,12,12,2328,8,26,3,1,9,2998,234,17,5,417,NA,0,0.003,NA,0.015,0.056,0,0.012,NA,0.002,0.002,0.351,0.001,0.004,0,0,0.001,0.452,0.035,0.003,0.001,0.063,NA
"2082",2082,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,3,8,NA,25,226,NA,39,1,2,4,96,NA,12,NA,4,10,879,3,24,5,47,NA,0.002,0.006,NA,0.018,0.163,NA,0.028,0.001,0.001,0.003,0.069,NA,0.009,NA,0.003,0.007,0.633,0.002,0.017,0.004,0.034,NA
"2083",2083,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,13,62,31,1134,NA,69,7,62,45,320,1,46,1,4,3,1778,2,137,4,349,2,0.001,0.003,0.015,0.008,0.278,NA,0.017,0.002,0.015,0.011,0.079,0,0.011,0,0.001,0.001,0.436,0,0.034,0.001,0.086,0
"2084",2084,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,NA,NA,885,712,8,2,NA,8,28,1051,NA,243,1,12,124,1488,14,13,9,831,NA,0,NA,NA,0.163,0.131,0.001,0,NA,0.001,0.005,0.194,NA,0.045,0,0.002,0.023,0.274,0.003,0.002,0.002,0.153,NA
"2085",2085,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,NA,4,4,39,475,NA,23,NA,NA,4,62,NA,62,NA,23,NA,1117,3,20,NA,93,NA,NA,0.002,0.002,0.02,0.246,NA,0.012,NA,NA,0.002,0.032,NA,0.032,NA,0.012,NA,0.579,0.002,0.01,NA,0.048,NA
"2086",2086,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,NA,51,15,80,NA,3,1,10,2,225,13,20,7,6,3,626,2,11,2,153,NA,0.002,NA,0.041,0.012,0.065,NA,0.002,0.001,0.008,0.002,0.183,0.011,0.016,0.006,0.005,0.002,0.508,0.002,0.009,0.002,0.124,NA
"2087",2087,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,1,47,728,NA,4,1,1,14,1158,NA,85,8,15,23,2290,10,25,1,222,NA,0,0,0,0.01,0.157,NA,0.001,0,0,0.003,0.25,NA,0.018,0.002,0.003,0.005,0.494,0.002,0.005,0,0.048,NA
"2088",2088,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,47,NA,13,612,165,1,195,5,25,72,737,NA,122,13,149,23,4116,17,86,17,216,1,0.007,NA,0.002,0.092,0.025,0,0.029,0.001,0.004,0.011,0.111,NA,0.018,0.002,0.022,0.003,0.621,0.003,0.013,0.003,0.033,0
"2089",2089,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,2,1,11,48,NA,8,2,2,3,94,NA,8,NA,2,NA,1230,39,40,NA,20,NA,0.001,0.001,0.001,0.007,0.032,NA,0.005,0.001,0.001,0.002,0.062,NA,0.005,NA,0.001,NA,0.814,0.026,0.026,NA,0.013,NA
"2090",2090,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,131,NA,293,502,NA,43,3,16,8,684,4,86,4,17,7,1739,88,35,30,572,8,0.006,0.031,NA,0.068,0.117,NA,0.01,0.001,0.004,0.002,0.159,0.001,0.02,0.001,0.004,0.002,0.405,0.02,0.008,0.007,0.133,0.002
"2091",2091,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,NA,37,1,1,116,NA,3,NA,11,10,232,4,112,14,1,NA,812,16,2,2,157,NA,NA,0.024,0.001,0.001,0.076,NA,0.002,NA,0.007,0.007,0.152,0.003,0.073,0.009,0.001,NA,0.53,0.01,0.001,0.001,0.103,NA
"2092",2092,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,NA,113,NA,9,55,NA,4,NA,1,2,105,NA,5,119,NA,1,450,NA,1,1,58,NA,NA,0.122,NA,0.01,0.06,NA,0.004,NA,0.001,0.002,0.114,NA,0.005,0.129,NA,0.001,0.487,NA,0.001,0.001,0.063,NA
"2093",2093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,92,34,66,601,4,25,1,18,87,1141,5,139,69,10,25,3096,8,31,11,1483,1,0,0.013,0.005,0.009,0.086,0.001,0.004,0,0.003,0.013,0.164,0.001,0.02,0.01,0.001,0.004,0.445,0.001,0.004,0.002,0.213,0
"2094",2094,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,4,NA,1,71,32,NA,NA,1,1,4,19,NA,10,NA,NA,NA,404,NA,8,4,35,NA,0.007,NA,0.002,0.12,0.054,NA,NA,0.002,0.002,0.007,0.032,NA,0.017,NA,NA,NA,0.68,NA,0.013,0.007,0.059,NA
"2095",2095,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,2,1,191,1045,NA,18,NA,9,27,263,6,18,6,2,3,2324,24,65,3,387,NA,0.001,0,0,0.043,0.238,NA,0.004,NA,0.002,0.006,0.06,0.001,0.004,0.001,0,0.001,0.528,0.005,0.015,0.001,0.088,NA
"2096",2096,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,NA,2,5,4,64,NA,12,7,6,2,198,NA,53,1,13,2,983,3,3,NA,234,NA,NA,0.001,0.003,0.003,0.04,NA,0.008,0.004,0.004,0.001,0.124,NA,0.033,0.001,0.008,0.001,0.617,0.002,0.002,NA,0.147,NA
"2097",2097,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,8,13,67,NA,15,NA,NA,NA,175,NA,54,8,3,2,489,21,7,9,25,NA,NA,NA,0.009,0.015,0.075,NA,0.017,NA,NA,NA,0.195,NA,0.06,0.009,0.003,0.002,0.546,0.023,0.008,0.01,0.028,NA
"2098",2098,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,2,9,2,112,86,NA,15,NA,NA,3,186,2,92,1,NA,4,756,5,5,2,136,NA,0.001,0.006,0.001,0.079,0.061,NA,0.011,NA,NA,0.002,0.131,0.001,0.065,0.001,NA,0.003,0.533,0.004,0.004,0.001,0.096,NA
"2099",2099,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,NA,6,NA,586,165,NA,10,NA,4,3,749,NA,8,NA,1,12,1300,9,2,54,13,NA,NA,0.002,NA,0.201,0.056,NA,0.003,NA,0.001,0.001,0.256,NA,0.003,NA,0,0.004,0.445,0.003,0.001,0.018,0.004,NA
"2100",2100,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,28,7,16,57,1433,1,38,NA,45,18,92,1,43,4,45,4,3231,8,42,7,967,NA,0.005,0.001,0.003,0.009,0.235,0,0.006,NA,0.007,0.003,0.015,0,0.007,0.001,0.007,0.001,0.531,0.001,0.007,0.001,0.159,NA
"2101",2101,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,7,2,5,27,2597,NA,7,1,10,3,80,15,105,NA,14,NA,2184,6,96,4,206,NA,0.001,0,0.001,0.005,0.484,NA,0.001,0,0.002,0.001,0.015,0.003,0.02,NA,0.003,NA,0.407,0.001,0.018,0.001,0.038,NA
"2102",2102,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,124,NA,3,83,233,NA,6,4,20,11,126,1,61,15,2,3,490,2,6,14,1040,2,0.055,NA,0.001,0.037,0.104,NA,0.003,0.002,0.009,0.005,0.056,0,0.027,0.007,0.001,0.001,0.218,0.001,0.003,0.006,0.463,0.001
"2103",2103,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,795,NA,23,134,NA,NA,1,7,13,281,1,157,4,9,3,1513,13,3,1,260,NA,NA,0.247,NA,0.007,0.042,NA,NA,0,0.002,0.004,0.087,0,0.049,0.001,0.003,0.001,0.47,0.004,0.001,0,0.081,NA
"2104",2104,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,NA,NA,NA,8,32,NA,1,NA,NA,NA,32,NA,1,259,28,NA,1473,44,9,NA,33,1,NA,NA,NA,0.004,0.017,NA,0.001,NA,NA,NA,0.017,NA,0.001,0.135,0.015,NA,0.767,0.023,0.005,NA,0.017,0.001
