CUS_ID,s_v_min,s_t_min,s_pr_min,s_prt_min,s_v_max,s_t_max,s_pr_max,s_prt_max,s_v_mean,s_t_mean,s_pr_mean,s_prt_mean,s_v_median,s_t_median,s_pr_median,s_prt_median,s_v_sd,s_t_sd,s_pr_sd,s_prt_sd
814,1,0,1,0,47,9072,585,303.44444444,8.1302083333,1343.9375,47.947916667,39.477280931,6,804.5,27,20.861742424,7.1636607652,1624.3324642,64.428355403,55.077939059
815,1,0,1,0,108,49707,985,600,23.996865204,6470.7711599,187.71159875,37.859290457,18,4432,128,33.597014925,20.143275862,6603.5313271,181.68967139,39.70049321
816,1,0,1,0,55,11088,357,600,9.4314720812,1027.5736041,33.040609137,25.717138403,5,265,13,19.175572519,10.352049209,1636.674073,48.366145771,46.413330201
817,1,0,1,0,124,14852,539,302,17.914110429,2136.0398773,81.334355828,28.148177862,13,1311,60.5,24.557991513,17.260857906,2527.0402855,84.170277144,26.968975918
818,1,0,1,0,83,10302,565,179,26.347107438,2811.6446281,138.33057851,20.953724307,23,2674,126.5,19.920321637,18.279167901,2143.6510266,100.77631353,14.84248942
819,1,0,1,0,91,10884,426,300,9.9953596288,1066.4176334,42.56612529,26.432115168,6,483,23,18.855072464,10.614381503,1528.0420401,56.565990798,35.370773431
820,1,0,1,0,33,55785,247,359.4,6.9601449275,1467.8623188,34.981884058,36.872107709,5,504.5,21,23.823529412,6.3016770046,4016.4609301,39.694236331,50.725746423
821,1,0,1,0,63,36459,584,180.53333333,17.207627119,3558.8771186,112.50423729,30.438677403,14,2388,84,28.429245283,12.829292657,4131.6284665,105.07280142,20.010202113
822,1,0,1,0,34,8689,357,144.125,10.242774566,2214.9075145,83.658959538,26.196551822,9,1530,61,23.12605042,7.3198533265,2169.4321764,79.728131018,19.831873369
823,1,0,1,0,25,2408,132,426,4.0145985401,352.55474453,16.744525547,20.046319283,3,147.5,9,15.693981481,3.577474095,462.70664002,19.239013019,30.946842661
824,1,0,1,0,49,7285,337,327.5,7.1116071429,829.72321429,41.825892857,18.060962563,5,340,20,12.252380952,6.9894891688,1270.620873,55.332351318,26.607041346
825,2,2,3,0.5,134,19663,820,150,21.339055794,2902.2660944,132.05150215,23.452869326,16,1948,94,21.288659794,19.379180816,3106.2327759,139.39662747,15.15396347
826,1,0,1,0,68,26135,717,600,7.9847715736,1589.5532995,79.406091371,40.182575249,5,599,28,16.523809524,9.0719781371,3356.8468948,117.49614654,92.474633989
827,1,0,1,0,63,10284,1020,103.5,9.6167664671,1060.754491,68.700598802,18.029238927,7,454,29,14.3125,8.5832117777,1655.1853588,130.39506768,18.360413394
828,1,0,1,0,34,11887,652,93.571428571,7.2880952381,1368.4690476,49.838095238,21.300459034,5,475.5,23.5,19.430194805,5.8403870136,2059.2108381,68.501467512,17.763195723
829,1,0,1,0,63,7888,507,594,8.815920398,1022.0149254,45.935323383,34.545367262,6,596,28,19.576086957,9.0355379073,1305.4177357,62.202257162,60.519529228
830,1,0,1,0,60,7997,508,299.25,9.4676616915,936.65671642,41.582089552,24.41084948,6,470,21,16.8,9.218470535,1317.4048226,56.411563332,34.705306168
831,1,2,1,2,59,13365,369,210.66666667,8.4382978723,2173.4340426,58.34893617,37.751364499,6,1150,39,34.208333333,8.5369621989,2651.9918476,65.125237248,25.4027057
832,1,0,1,0,11,2192,124,270,2.8394366197,130.33802817,6.9521126761,18.313056597,2,47,4,8.5,2.0027155909,240.04028285,10.438437487,28.525475911
833,1,0,1,0,63,12861,762,72.882352941,12.5625,1785.5625,96,20.446870143,10,1059,66,18.068181818,10.462764249,2090.8711679,107.6701977,13.398836124
834,1,0,1,0,62,6959,410,266.5,8.7540983607,777.14480874,41.467213115,21.061408306,6,288.5,16,14.755357143,8.5489515263,1142.7905276,57.296515626,26.456127793
835,1,0,1,0,37,21799,341,205,5.5652173913,1018.7439614,30.850241546,25.7903395,4,290,17,16.9375,5.2698397966,2098.2031997,41.744853615,26.558619027
836,1,0,1,0,87,11777,555,128.5,15.212355212,1618.3397683,78.583011583,20.82174328,10,912,47,17.126168224,15.85121232,2072.3771862,93.88115044,16.115359321
837,1,0,1,0,15,3471,573,147.5,5.0609137056,486.73096447,108.81725888,7.0997567694,3,93,11,2.202247191,3.519094442,737.08167915,143.15204243,15.741154467
838,1,0,1,0,68,14982,1109,294,12.104895105,1495.8846154,85.454545455,24.323313864,8,903,39.5,18.139423077,12.484777137,1991.2143762,129.61379758,29.952345064
839,1,1,1,0.14285714286,48,15430,980,599,6.178041543,980.79821958,36.427299703,37.737041415,4,370,14,27.7,6.613774746,1747.705542,79.633992892,54.012473879
840,1,3,1,1.5,26,3430,77,241,5.7239583333,654.59895833,16.041666667,39.469472452,4,405,12,31.707692308,4.2674770258,694.84371711,13.779426706,30.078549324
841,1,0,1,0,69,52084,306,170.20915033,9.2070707071,1258.2626263,36.464646465,24.714721189,6,427,19.5,23.913150685,10.747331176,3894.2392455,49.13450164,21.192784305
842,1,0,3,0,27,18600,701,151.93333333,6.0094339623,1712.2216981,69.103773585,32.141491227,5,822.5,31,23.77012987,4.8101300748,2407.7606679,104.34184878,29.240909656
843,1,0,1,0,77,12581,674,221,16.76119403,2242.7791045,83.602985075,31.328320837,12,1524,57,27.0875,15.191679049,2147.6201574,84.843924991,23.725285576
844,1,0,1,0,41,21847,416,599,6.9697732997,1543.9748111,35.428211587,66.877234182,5,648,20,32.5,6.5662200432,2443.0391446,46.873815245,113.2022098
845,1,0,1,0,66,15764,694,240.5,10.85326087,1874.7336957,78.744565217,26.670742456,7,1168.5,47.5,22.382361779,9.7535304085,2233.9099296,100.34026793,25.246817636
846,1,0,1,0,80,14555,590,582,13.729166667,1339.1006944,63.965277778,22.152900468,10,588,34,15.245,14.208609428,2043.2535083,82.4932402,43.4837712
847,1,0,1,0,97,12793,696,88.928571429,16.372262774,1687.3540146,67.974452555,22.532816495,11,866.5,40,21.595238095,16.494868688,2085.9336405,81.177028571,14.779668297
848,1,0,1,0,50,14393,426,125.5,12.737373737,2109.979798,83.156565657,21.908748793,9,1262.5,58,19.556966998,10.438201859,2570.7826258,80.467799357,18.424293837
849,1,0,1,0,37,8758,268,299.5,7.2359550562,817.80224719,34.247191011,27.783650395,6,489,19,20.8,6.8217697235,1025.332489,43.168192145,25.897757087
850,1,0,1,0,39,16193,138,600,7.5610561056,1478.2541254,26.419141914,87.203057849,5,1032,15,43.189655172,7.3093019892,1715.819455,29.302361238,119.58710461
851,1,1,1,0.25,34,7655,227,356,8.9346405229,1193.5098039,49.928104575,27.890142942,6,750,33,21.222222222,7.567827682,1348.5708279,50.773115629,34.500687664
852,1,0,1,0,21,5847,235,107.9,3.3333333333,707.71631206,35.127659574,21.770746689,2,383,20,18,3.0837515804,935.80058412,43.527799174,17.414459819
853,1,0,1,0,52,5541,268,76.163265306,10.029411765,1166.5367647,64.235294118,17.572173943,6,723,42.5,14.343119409,9.9375391368,1292.071847,62.262673592,14.650645935
854,1,0,1,0,35,8543,289,161.66666667,4.7808641975,667.42283951,20.487654321,26.299649015,3,199.5,8,21.1,4.9372036049,1187.1242864,33.028505871,27.654723706
855,1,0,1,0,89,8428,845,95.666666667,11.235127479,898.63456091,64.116147309,12.743398968,6,244,24,9.175257732,14.418805234,1452.2879577,102.93326167,14.404467853
856,1,0,1,0,67,11469,438,132.90909091,14.429967427,1825.4169381,74.413680782,23.025729276,10,1003,46,19.866666667,13.762367498,2229.1893868,79.587261735,18.373886758
857,1,1,1,0.5,52,9967,348,85.75,8.4868421053,1387.6381579,63.296052632,23.604128919,7,971.5,42.5,19.16031746,7.7630359001,1578.8917798,65.846282845,17.042685659
858,1,0,1,0,153,15715,793,213.16666667,37.504702194,4455.8432602,143.1661442,35.739191059,32,3678,114,30.5,30.890847749,3859.212755,132.85969564,22.8520295
859,1,0,1,0,32,4182,364,227,6.8197879859,551.20141343,27.886925795,22.862958722,5,254,11,15.821428571,5.8242003035,787.75081904,42.743436377,24.215317012
860,1,1,1,0.5,46,8291,486,176.5,8.6808510638,1100.4113475,43.921985816,26.196273879,6,604,26,22,7.9762272666,1316.8474382,55.805785606,21.321777475
861,1,0,1,0,64,10386,429,192,6.0154320988,737.54012346,32.635802469,21.258288089,3,153.5,9,14.768571429,8.504401126,1486.6439988,61.825206135,26.737787375
862,1,0,1,0,51,8430,350,176,8.3928571429,1045.7857143,68.99744898,24.186425281,5.5,764.5,39.5,16.914285714,8.5635132738,1140.3703778,70.277437005,24.681109563
863,1,0,1,0,174,30724,1428,240.5,8.0736196319,1330.3558282,52.773006135,35.22326824,3,288,10,28.160377358,20.229106973,3269.0790538,146.70867667,35.096137481
864,1,0,1,0,52,8529,526,101.93333333,6.555331992,522.18309859,35.221327968,9.9238391134,4,76,10,4.5384615385,7.830194912,1058.4573036,62.773428571,13.332305979
865,1,0,1,0,100,15417,717,120.1875,29.820512821,3399.3333333,139.80512821,26.746054667,23,2661,107,24.28,22.309759081,3047.4180954,126.26874863,16.731856451
866,1,0,1,0,79,15352,610,185,15.237442922,2017.7442922,89.246575342,23.271621329,12,1301,61,20.233333333,12.995350786,2220.4357656,92.324633789,17.653891692
867,1,5,3,0.71428571429,28,9032,206,139.6,5.3551401869,919.59813084,26.285046729,40.713331955,4,600,16.5,35.02,4.3664369429,965.28282712,27.17234269,28.235398543
868,1,5,1,3.7,25,5304,129,94.933333333,6.1317829457,1195.5193798,32.372093023,37.460705775,5,953,27,36.44,3.8676944137,982.72830602,25.89705273,19.16918299
869,1,0,1,0,49,7848,324,411.5,7.4487534626,1065.66759,36.526315789,34.495519168,5,541,18,26.5,7.929778955,1345.0724785,47.176147457,40.21823773
870,1,0,1,0,74,15130,541,133.5,18.315352697,3655.7759336,120.44813278,29.073758618,14,2556,87,29.002439024,16.103057835,3442.0768343,108.70088166,15.105488987
871,1,0,1,0,115,15366,739,358,23.618589744,2112.7467949,143.69871795,15.624036446,14,1060,86.5,12.275958602,24.159013162,2631.7326894,161.24784382,25.272802425
872,1,0,1,0,27,22878,623,600,6.8705357143,1224.7633929,37.352678571,31.753865695,6,543,23,25.237580059,5.0403063896,2260.8311326,55.14047037,44.498819847
873,1,0,1,0,17,5329,134,275,3.2226027397,261.64383562,11.976027397,16.341918714,2,6,5,2.4078324226,2.9372186986,622.3353947,18.133983229,35.002733637
874,1,1,1,0.5,119,20810,924,82.6,34.386956522,3766.8173913,232.53478261,17.902934069,19,1913.5,119,15.096894875,33.412635274,4209.453412,243.02594989,13.817267353
875,1,0,1,0,40,10808,447,344,7.0790513834,973.16600791,44.802371542,25.49228707,5,487,26,17.363636364,7.112591945,1439.8572833,57.843525882,32.600624738
876,1,0,1,0,44,16105,704,120,11.466666667,2564.5166667,104.42777778,24.912136515,10,1627.5,68,21.682662353,8.7819011444,2802.4104558,110.42629588,18.605059974
877,1,0,1,0,42,15482,411,494,2.2894736842,131.62753036,5.8886639676,15.594934649,2,6,3,1.619047619,2.8468712634,797.47472057,20.044113445,42.820563183
878,1,0,1,0,76,8717,315,127.39583333,16.206790123,1236.5895062,56.685185185,19.907283798,13,666,42,17.126217532,13.274564829,1531.6878046,52.86415469,17.108766827
879,1,0,1,0,127,9860,499,494,14.386227545,1205.2844311,60.209580838,19.217962083,8,500.5,29.5,16.384808068,16.792245515,1710.595118,82.16403664,30.241894843
880,1,0,1,0,94,9911,753,77.142857143,13.320833333,1494.6708333,70.5,22.131898688,10,902,44.5,18.50877193,12.85488622,1803.0886669,93.256563366,15.619917813
881,1,1,1,0.75,32,6123,567,556,6.7,898.22903226,37.190322581,34.553310662,5,480,18.5,24.495364025,6.4640154042,1121.8788805,52.331213373,44.025077763
882,3,56,40,1.4,89,33058,949,55.747048904,48.691099476,9528.0890052,444.2408377,20.792343081,51,8852,457,21.497058824,15.576766584,5301.7817112,166.2534356,7.7324071875
883,1,0,2,0,133,20605,908,70,19.03626943,2513.6891192,105.97927461,21.603897106,11,1019,53,19.533333333,20.428323133,3635.6950844,141.83187518,13.240227876
884,1,0,1,0,62,12608,507,76.384615385,12.816326531,1842.5,86.596938776,19.232505017,10,1201.5,59.5,17.647163121,10.722941559,2264.961983,93.727131451,13.152619092
885,1,0,1,0,30,6158,236,124,7.8955223881,966.79104478,46.962686567,20.932717816,6.5,612.5,29,17.261784512,5.8711332266,1131.3530264,47.964492932,16.880119717
886,1,0,1,0,115,24134,598,300,14.357142857,1999.6904762,71.838095238,31.47254863,5.5,535.5,17,24.347248577,22.357492807,3585.0391714,130.91588474,40.512992294
887,1,0,1,0,44,11954,442,127,6.1496598639,731.01020408,34.149659864,22.640403795,4,372,16,19.054761905,6.3802743599,1254.4318445,53.631514059,19.41371524
888,1,0,1,0,47,10120,328,120.57142857,11.934554974,2237.9005236,61.876963351,35.248300922,11,1595,50,29.843073593,6.8919984558,2034.5227021,49.526397884,23.031862895
889,1,0,1,0,115,19007,933,180,19.097560976,2481.7463415,103.34146341,26.542967563,12,1424,56,24.184615385,19.989954436,2980.1136598,125.58213658,20.126542021
890,1,0,2,0,65,21753,1268,72.666666667,15.209169054,2972.5787966,187.28366762,14.526241923,11,1576,122,13.291338583,13.037052707,3765.5443773,201.0239229,10.412558162
891,1,0,1,0,75,18020,616,200,12.525316456,1131.6329114,57.926160338,18.851785748,8,481.5,29,15.372342831,13.537216433,1876.4113404,81.100209665,19.80481001
892,1,0,1,0,88,16139,612,287,16.944262295,2436.8622951,82.642622951,31.486955742,11,872,36,25.027472527,17.735451085,3432.9402592,113.95004165,33.388728113
893,1,0,1,0,65,10339,791,85.895238095,17.72244898,2124.9877551,121.52244898,18.457695974,15,1506,90,16.165803109,12.487883723,2131.695822,108.33329579,14.052188046
894,1,0,1,0,85,13169,620,399,19.268817204,2780.188172,104.77419355,28.540988901,16.5,1993,79,23.966973343,14.924776994,2770.6266677,99.641533621,32.51255888
895,1,0,1,0,121,27199,862,88.4,43.732307692,6925.0030769,249.68615385,27.117437898,38,6028,215,26.569306931,27.173409227,4998.3768257,165.38858086,9.2425207079
896,1,0,3,0,80,13052,826,92.25,29.383116883,3130.9805195,209.30519481,14.472449433,26,2058,168,13.102382916,20.312653596,2970.5548666,145.90449593,10.765565481
897,1,0,1,0,101,15078,847,45.0625,33.534188034,2943.542735,198.44017094,12.691120012,28,1797,145.5,12.191581774,24.562980843,3342.6140269,191.40476472,8.1470245581
898,1,0,1,0,39,10920,573,274,7.9857651246,1239.5053381,58.989323843,24.408390251,5,529,24,19.28440367,7.9583610706,1704.2615643,79.255620981,25.194222083
899,1,0,1,0,57,16668,453,311,10.317269076,1568.184739,55.37751004,30.498449345,7,688,29,26.12195122,9.9583681262,2314.9259877,71.807721361,28.475152976
900,1,0,1,0,100,35306,534,350.75862069,24.343108504,3978.6304985,104.11143695,39.551673221,20,2231,74,30.733333333,19.364222339,5623.2557095,103.34889176,43.638099386
901,1,0,1,0,85,10098,668,129,8.3903508772,662.40789474,50.276315789,19.692217029,4,202,14,14.416513761,11.551123441,1136.674373,83.519434867,19.77105188
902,1,0,1,0,30,6847,357,429,5.8691860465,360.14244186,23.456395349,18.776446563,4,76,9,9.6208333333,5.9681158109,736.22921156,39.774632829,33.717104664
903,1,0,1,0,44,7615,344,198,8.6083916084,1592.7762238,43.734265734,39.181198542,6,951,23,34.097087379,7.7131997389,1793.9910359,53.389737771,31.012994505
904,1,0,1,0,74,29680,590,464,10.389240506,2744.8860759,68.689873418,54.189184888,6,1510.5,38.5,37.787015616,10.795519855,3553.1792864,84.494155102,59.981254424
905,1,0,1,0,56,10289,317,464.5,6.1658163265,620.13265306,25.426020408,27.088973599,4,214,12,15.079256549,6.5537755735,1165.2407993,42.036698575,40.149218828
906,1,0,1,0,99,66302,794,600,9.4656084656,2111.2089947,42.957671958,70.560358924,4.5,613.5,13,38.088541667,12.894599543,6023.6422287,79.412319611,112.13042157
907,1,0,1,0,219,20314,3738,168,17.269360269,1330.6464646,127.27946128,22.867186184,8,581,38,15.52,28.553674633,2122.3905169,358.81739787,25.362910007
908,1,0,1,0,49,27178,770,150,8.4108527132,2109.3410853,72.472868217,25.365710876,6,800,37,22.409387223,8.0630901407,3883.2554927,107.8929847,20.425200696
909,1,0,1,0,65,7602,264,164.47058824,8.631097561,744.72560976,29.067073171,22.368759484,6,230,15.5,18.716755319,8.3480047251,1191.2556032,39.507926058,21.958297329
910,1,1,1,1,39,7109,247,135,7.8260869565,1195.9673913,38.47826087,32.147514487,6,845.5,26,29.155620242,6.5663635263,1185.809566,39.242270691,20.738054294
911,1,0,1,0,88,16807,536,118.25,13.5703125,1775,61.228125,27.231795598,10,1129,45,25.374615385,11.768824094,1979.6913774,61.077885752,14.740793135
912,1,0,1,0,44,9081,290,116.77272727,8.0459183673,1237.4438776,48.714285714,24.20205585,6,658,29.5,19.500363967,7.2693902452,1449.672381,51.08203558,20.411972688
913,1,0,1,0,84,8082,679,121,11.647975078,869.78037383,46.887850467,15.41342274,8,339.5,26,11.798939513,11.645199634,1235.9546804,59.363681534,15.415791904
914,1,0,1,0,112,22454,432,209.6,5.7060606061,719.24242424,22.721212121,26.301718249,3,239,11,15.577898551,9.1576015029,1757.4195703,39.419046802,31.226228762
915,1,0,1,0,42,19119,420,200.75,9.2462121212,2304.1931818,65.337121212,33.860647248,7,1194,39,29.683848797,8.0589548738,3298.4603685,74.701255359,25.552565698
916,1,0,1,0,131,19058,648,63,22.443037975,2182.4514768,103.56118143,16.546161101,6,384,19,15.666666667,25.757052762,3157.1782971,132.52892813,12.1853816
917,1,1,1,1,32,11876,403,240.5,7.9811320755,1864.0471698,70.099056604,26.680219458,6,777.5,40.5,21.393890977,7.0857725845,2448.4737518,79.424915206,26.837631329
918,1,0,1,0,95,29227,1132,78.833333333,12.608365019,1050.8174905,79.863117871,10.671890111,8,260,44,6.8888888889,13.346907123,2439.8560629,112.65794802,12.149179256
919,1,2,2,0.4,42,5652,297,148.33333333,10.112426036,916.98816568,50.378698225,18.476816513,8,500,33,16,7.2304185091,1014.9286627,54.068285931,16.298140103
920,1,0,1,0,57,23807,272,599,9.2511737089,1819.6338028,45.572769953,44.288583101,7,1077,32,32.330434783,8.0158848784,2528.8456808,45.255516248,54.351347612
921,1,0,1,0,58,10599,432,127,8.3008595989,1116.8567335,44.126074499,20.991547265,5,312,17,15.5,9.541110345,1861.9433804,64.621809882,21.085802263
922,1,0,1,0,37,11704,443,386,6.332123412,677.91107078,21.067150635,37.653979513,5,311,11,27.222222222,6.0308632603,1142.4628823,33.987070146,41.556021904
923,1,0,1,0,92,6911,452,329,14.5,1187.3409091,66.871212121,20.387063481,9,656.5,36,14.410377358,15.329337662,1485.8388156,79.882271293,26.117306698
924,1,0,1,0,350,73667,2220,60,57.107692308,8569.5692308,353.67692308,22.884238312,47,5422.5,265.5,23.067379912,55.70927388,11123.864381,382.61682039,12.463511589
925,1,1,1,0.5,33,5793,188,226.5,7.599137931,1136.0560345,25.517241379,49.837289022,5,713.5,15,44.175,6.6793342293,1198.1693834,28.946729027,34.400320688
926,1,0,1,0,54,17320,582,217.33333333,10.310526316,1596.1473684,60.752631579,29.323738082,8,1031,37,23.788770053,9.1993440494,1980.4024655,75.094134001,25.320631522
927,1,0,1,0,51,13373,358,228.5,6.4268292683,933.40243902,29.918699187,33.513445076,5,362.5,12.5,25.583916084,6.2309900045,1474.1352819,46.460884315,31.709865625
928,1,0,1,0,62,18709,659,152.33333333,9.5228426396,2023.1319797,81.994923858,25.775706412,6,761,37,21.970588235,10.719319581,2976.3565202,118.4772215,21.279846513
929,1,0,1,0,104,16132,648,240,19.386454183,2463.2231076,96.701195219,30.510798284,13,1425,47,22.538461538,18.11976975,3023.1318658,119.12733674,30.302163831
930,1,0,1,0,36,5861,431,125.33333333,6.9706840391,451.45928339,33.713355049,14.357196501,5,170,16,8.6666666667,5.9322801875,785.42320768,54.7150902,17.497185113
931,1,0,1,0,66,18302,828,34.324137931,38.703225806,8257.0709677,398.13548387,19.858969425,42,8736,414,20.834549878,15.361097006,3667.9730701,162.87215437,6.6726245429
932,1,0,1,0,38,12403,293,600,5.773993808,1244.2786378,28.191950464,86.011242124,4,679,13,46.421052632,6.1088728738,1621.8231507,41.245067428,125.71887533
933,1,0,1,0,52,9828,240,298,11.370892019,1254.0751174,40.234741784,30.998607006,10,726,30,25.375,8.8263380328,1486.2241362,38.581221781,28.7445966
